CY121502.1	1	7
CY121502.1	2	11
CY121502.1	3	13
CY121502.1	4	15
CY121502.1	5	21
CY121502.1	6	22
CY121502.1	7	22
CY121502.1	8	23
CY121502.1	9	24
CY121502.1	10	25
CY121502.1	11	26
CY121502.1	12	27
CY121502.1	13	28
CY121502.1	14	30
CY121502.1	15	33
CY121502.1	16	39
CY121502.1	17	42
CY121502.1	18	43
CY121502.1	19	45
CY121502.1	20	46
CY121502.1	21	46
CY121502.1	22	50
CY121502.1	23	52
CY121502.1	24	52
CY121502.1	25	54
CY121502.1	26	55
CY121502.1	27	56
CY121502.1	28	57
CY121502.1	29	60
CY121502.1	30	62
CY121502.1	31	65
CY121502.1	32	66
CY121502.1	33	67
CY121502.1	34	72
CY121502.1	35	73
CY121502.1	36	77
CY121502.1	37	82
CY121502.1	38	83
CY121502.1	39	86
CY121502.1	40	88
CY121502.1	41	89
CY121502.1	42	95
CY121502.1	43	102
CY121502.1	44	108
CY121502.1	45	112
CY121502.1	46	116
CY121502.1	47	120
CY121502.1	48	125
CY121502.1	49	131
CY121502.1	50	138
CY121502.1	51	150
CY121502.1	52	153
CY121502.1	53	161
CY121502.1	54	172
CY121502.1	55	182
CY121502.1	56	191
CY121502.1	57	202
CY121502.1	58	210
CY121502.1	59	217
CY121502.1	60	224
CY121502.1	61	235
CY121502.1	62	241
CY121502.1	63	248
CY121502.1	64	257
CY121502.1	65	258
CY121502.1	66	274
CY121502.1	67	281
CY121502.1	68	292
CY121502.1	69	307
CY121502.1	70	317
CY121502.1	71	333
CY121502.1	72	346
CY121502.1	73	352
CY121502.1	74	365
CY121502.1	75	371
CY121502.1	76	381
CY121502.1	77	389
CY121502.1	78	405
CY121502.1	79	423
CY121502.1	80	445
CY121502.1	81	458
CY121502.1	82	483
CY121502.1	83	509
CY121502.1	84	531
CY121502.1	85	556
CY121502.1	86	592
CY121502.1	87	611
CY121502.1	88	643
CY121502.1	89	670
CY121502.1	90	698
CY121502.1	91	715
CY121502.1	92	737
CY121502.1	93	759
CY121502.1	94	796
CY121502.1	95	817
CY121502.1	96	828
CY121502.1	97	857
CY121502.1	98	878
CY121502.1	99	917
CY121502.1	100	934
CY121502.1	101	967
CY121502.1	102	988
CY121502.1	103	1017
CY121502.1	104	1047
CY121502.1	105	1069
CY121502.1	106	1101
CY121502.1	107	1136
CY121502.1	108	1159
CY121502.1	109	1199
CY121502.1	110	1233
CY121502.1	111	1266
CY121502.1	112	1300
CY121502.1	113	1339
CY121502.1	114	1380
CY121502.1	115	1413
CY121502.1	116	1435
CY121502.1	117	1472
CY121502.1	118	1504
CY121502.1	119	1547
CY121502.1	120	1583
CY121502.1	121	1617
CY121502.1	122	1652
CY121502.1	123	1693
CY121502.1	124	1729
CY121502.1	125	1781
CY121502.1	126	1818
CY121502.1	127	1858
CY121502.1	128	1907
CY121502.1	129	1936
CY121502.1	130	1987
CY121502.1	131	2025
CY121502.1	132	2070
CY121502.1	133	2119
CY121502.1	134	2170
CY121502.1	135	2219
CY121502.1	136	2259
CY121502.1	137	2299
CY121502.1	138	2346
CY121502.1	139	2399
CY121502.1	140	2420
CY121502.1	141	2484
CY121502.1	142	2536
CY121502.1	143	2579
CY121502.1	144	2631
CY121502.1	145	2692
CY121502.1	146	2747
CY121502.1	147	2811
CY121502.1	148	2864
CY121502.1	149	2911
CY121502.1	150	2966
CY121502.1	151	3008
CY121502.1	152	3053
CY121502.1	153	3106
CY121502.1	154	3150
CY121502.1	155	3206
CY121502.1	156	3255
CY121502.1	157	3281
CY121502.1	158	3349
CY121502.1	159	3389
CY121502.1	160	3438
CY121502.1	161	3526
CY121502.1	162	3625
CY121502.1	163	3716
CY121502.1	164	3778
CY121502.1	165	3849
CY121502.1	166	3903
CY121502.1	167	3970
CY121502.1	168	4009
CY121502.1	169	4073
CY121502.1	170	4129
CY121502.1	171	4191
CY121502.1	172	4259
CY121502.1	173	4344
CY121502.1	174	4407
CY121502.1	175	4448
CY121502.1	176	4534
CY121502.1	177	4601
CY121502.1	178	4676
CY121502.1	179	4757
CY121502.1	180	4851
CY121502.1	181	4933
CY121502.1	182	5006
CY121502.1	183	5097
CY121502.1	184	5185
CY121502.1	185	5267
CY121502.1	186	5306
CY121502.1	187	5389
CY121502.1	188	5457
CY121502.1	189	5530
CY121502.1	190	5598
CY121502.1	191	5686
CY121502.1	192	5764
CY121502.1	193	5838
CY121502.1	194	5909
CY121502.1	195	5958
CY121502.1	196	6075
CY121502.1	197	6142
CY121502.1	198	6197
CY121502.1	199	6261
CY121502.1	200	6336
CY121502.1	201	6435
CY121502.1	202	6513
CY121502.1	203	6595
CY121502.1	204	6670
CY121502.1	205	6726
CY121502.1	206	6835
CY121502.1	207	6898
CY121502.1	208	6985
CY121502.1	209	7038
