CY207731.1	1	62
CY207731.1	2	83
CY207731.1	3	94
CY207731.1	4	103
CY207731.1	5	111
CY207731.1	6	121
CY207731.1	7	125
CY207731.1	8	132
CY207731.1	9	139
CY207731.1	10	141
CY207731.1	11	143
CY207731.1	12	149
CY207731.1	13	151
CY207731.1	14	162
CY207731.1	15	167
CY207731.1	16	175
CY207731.1	17	188
CY207731.1	18	199
CY207731.1	19	207
CY207731.1	20	215
CY207731.1	21	222
CY207731.1	22	226
CY207731.1	23	231
CY207731.1	24	239
CY207731.1	25	243
CY207731.1	26	250
CY207731.1	27	256
CY207731.1	28	259
CY207731.1	29	267
CY207731.1	30	273
CY207731.1	31	276
CY207731.1	32	285
CY207731.1	33	293
CY207731.1	34	308
CY207731.1	35	315
CY207731.1	36	319
CY207731.1	37	324
CY207731.1	38	338
CY207731.1	39	352
CY207731.1	40	363
CY207731.1	41	374
CY207731.1	42	388
CY207731.1	43	400
CY207731.1	44	410
CY207731.1	45	422
CY207731.1	46	433
CY207731.1	47	444
CY207731.1	48	462
CY207731.1	49	470
CY207731.1	50	488
CY207731.1	51	501
CY207731.1	52	527
CY207731.1	53	544
CY207731.1	54	578
CY207731.1	55	594
CY207731.1	56	607
CY207731.1	57	623
CY207731.1	58	641
CY207731.1	59	661
CY207731.1	60	684
CY207731.1	61	712
CY207731.1	62	743
CY207731.1	63	773
CY207731.1	64	817
CY207731.1	65	828
CY207731.1	66	880
CY207731.1	67	938
CY207731.1	68	992
CY207731.1	69	1052
CY207731.1	70	1108
CY207731.1	71	1181
CY207731.1	72	1262
CY207731.1	73	1298
CY207731.1	74	1347
CY207731.1	75	1424
CY207731.1	76	1477
CY207731.1	77	1511
CY207731.1	78	1577
CY207731.1	79	1627
CY207731.1	80	1681
CY207731.1	81	1735
CY207731.1	82	1778
CY207731.1	83	1819
CY207731.1	84	1874
CY207731.1	85	1934
CY207731.1	86	1980
CY207731.1	87	2043
CY207731.1	88	2101
CY207731.1	89	2138
CY207731.1	90	2206
CY207731.1	91	2239
CY207731.1	92	2288
CY207731.1	93	2341
CY207731.1	94	2395
CY207731.1	95	2454
CY207731.1	96	2495
CY207731.1	97	2545
CY207731.1	98	2635
CY207731.1	99	2690
CY207731.1	100	2736
CY207731.1	101	2797
CY207731.1	102	2855
CY207731.1	103	2896
CY207731.1	104	2962
CY207731.1	105	2996
CY207731.1	106	3067
CY207731.1	107	3124
CY207731.1	108	3176
CY207731.1	109	3214
CY207731.1	110	3256
CY207731.1	111	3322
CY207731.1	112	3385
CY207731.1	113	3440
CY207731.1	114	3498
CY207731.1	115	3552
CY207731.1	116	3592
CY207731.1	117	3637
CY207731.1	118	3689
CY207731.1	119	3717
CY207731.1	120	3764
CY207731.1	121	3800
CY207731.1	122	3857
CY207731.1	123	3893
CY207731.1	124	3928
CY207731.1	125	3983
CY207731.1	126	4026
CY207731.1	127	4057
CY207731.1	128	4093
CY207731.1	129	4142
CY207731.1	130	4179
CY207731.1	131	4227
CY207731.1	132	4293
CY207731.1	133	4350
CY207731.1	134	4414
CY207731.1	135	4469
CY207731.1	136	4509
CY207731.1	137	4583
CY207731.1	138	4642
CY207731.1	139	4689
