KJ942686.1	1	12
KJ942686.1	2	18
KJ942686.1	3	21
KJ942686.1	4	26
KJ942686.1	5	30
KJ942686.1	6	35
KJ942686.1	7	38
KJ942686.1	8	46
KJ942686.1	9	49
KJ942686.1	10	53
KJ942686.1	11	59
KJ942686.1	12	65
KJ942686.1	13	68
KJ942686.1	14	71
KJ942686.1	15	71
KJ942686.1	16	80
KJ942686.1	17	83
KJ942686.1	18	84
KJ942686.1	19	87
KJ942686.1	20	93
KJ942686.1	21	96
KJ942686.1	22	100
KJ942686.1	23	103
KJ942686.1	24	105
KJ942686.1	25	108
KJ942686.1	26	115
KJ942686.1	27	123
KJ942686.1	28	124
KJ942686.1	29	130
KJ942686.1	30	139
KJ942686.1	31	141
KJ942686.1	32	142
KJ942686.1	33	147
KJ942686.1	34	153
KJ942686.1	35	161
KJ942686.1	36	164
KJ942686.1	37	168
KJ942686.1	38	174
KJ942686.1	39	179
KJ942686.1	40	182
KJ942686.1	41	187
KJ942686.1	42	196
KJ942686.1	43	201
KJ942686.1	44	206
KJ942686.1	45	211
KJ942686.1	46	221
KJ942686.1	47	231
KJ942686.1	48	239
KJ942686.1	49	248
KJ942686.1	50	254
KJ942686.1	51	259
KJ942686.1	52	273
KJ942686.1	53	284
KJ942686.1	54	296
KJ942686.1	55	304
KJ942686.1	56	312
KJ942686.1	57	326
KJ942686.1	58	336
KJ942686.1	59	348
KJ942686.1	60	363
KJ942686.1	61	378
KJ942686.1	62	391
KJ942686.1	63	397
KJ942686.1	64	401
KJ942686.1	65	418
KJ942686.1	66	430
KJ942686.1	67	447
KJ942686.1	68	463
KJ942686.1	69	476
KJ942686.1	70	499
KJ942686.1	71	515
KJ942686.1	72	529
KJ942686.1	73	546
KJ942686.1	74	559
KJ942686.1	75	573
KJ942686.1	76	590
KJ942686.1	77	603
KJ942686.1	78	627
KJ942686.1	79	643
KJ942686.1	80	655
KJ942686.1	81	678
KJ942686.1	82	700
KJ942686.1	83	721
KJ942686.1	84	737
KJ942686.1	85	754
KJ942686.1	86	778
KJ942686.1	87	808
KJ942686.1	88	833
KJ942686.1	89	862
KJ942686.1	90	893
KJ942686.1	91	912
KJ942686.1	92	944
KJ942686.1	93	965
KJ942686.1	94	992
KJ942686.1	95	1015
KJ942686.1	96	1047
KJ942686.1	97	1061
KJ942686.1	98	1105
KJ942686.1	99	1134
KJ942686.1	100	1142
KJ942686.1	101	1174
KJ942686.1	102	1200
KJ942686.1	103	1240
KJ942686.1	104	1264
KJ942686.1	105	1308
KJ942686.1	106	1343
KJ942686.1	107	1378
KJ942686.1	108	1399
KJ942686.1	109	1426
KJ942686.1	110	1459
KJ942686.1	111	1484
KJ942686.1	112	1502
KJ942686.1	113	1537
KJ942686.1	114	1569
KJ942686.1	115	1609
KJ942686.1	116	1640
KJ942686.1	117	1681
KJ942686.1	118	1714
KJ942686.1	119	1746
KJ942686.1	120	1773
KJ942686.1	121	1806
KJ942686.1	122	1838
KJ942686.1	123	1853
KJ942686.1	124	1879
KJ942686.1	125	1891
KJ942686.1	126	1918
KJ942686.1	127	1946
KJ942686.1	128	1971
KJ942686.1	129	2047
KJ942686.1	130	2118
KJ942686.1	131	2167
KJ942686.1	132	2240
KJ942686.1	133	2273
KJ942686.1	134	2366
KJ942686.1	135	2431
KJ942686.1	136	2520
KJ942686.1	137	2594
KJ942686.1	138	2665
KJ942686.1	139	2751
KJ942686.1	140	2813
KJ942686.1	141	2903
KJ942686.1	142	2993
KJ942686.1	143	3075
KJ942686.1	144	3117
KJ942686.1	145	3264
KJ942686.1	146	3394
KJ942686.1	147	3496
KJ942686.1	148	3606
KJ942686.1	149	3737
KJ942686.1	150	3820
KJ942686.1	151	3943
KJ942686.1	152	4060
KJ942686.1	153	4162
KJ942686.1	154	4250
KJ942686.1	155	4344
KJ942686.1	156	4430
KJ942686.1	157	4538
KJ942686.1	158	4633
KJ942686.1	159	4733
KJ942686.1	160	4822
KJ942686.1	161	4894
KJ942686.1	162	5007
KJ942686.1	163	5088
KJ942686.1	164	5199
KJ942686.1	165	5404
KJ942686.1	166	5517
KJ942686.1	167	5676
KJ942686.1	168	5807
KJ942686.1	169	5950
KJ942686.1	170	6058
KJ942686.1	171	6198
KJ942686.1	172	6300
KJ942686.1	173	6390
KJ942686.1	174	6506
KJ942686.1	175	6619
KJ942686.1	176	6748
KJ942686.1	177	6892
KJ942686.1	178	7003
