Specid	Run_x	Run_y	Segment	Start	Stop	Total_support_x	Total_support_y	Rel_support_x	Rel_support_y	plasmid_x	plasmid_y	segment	mapped_start	mapped_stop	enrollid	Total_support	Rel_support
HS1294	SRR6121280	SRR6121628	CY207736.1	274	2149	163.0	224.0	0.000531960027936	0.0005848090624518	False	False	PA	285	2160	50630	193.5	0.0005583845451939
HS1294	SRR6121280	SRR6121628	CY207736.1	287	2175	40.0	0.0	0.0001305423381438	0.0	False	False	PA	298	2186	50630	20.0	6.52711690719e-05
HS1294	SRR6121280	SRR6121628	CY207736.1	332	2149	911.0	740.0	0.0029731017512254	0.0019319585098856	False	False	PA	343	2160	50630	825.5	0.0024525301305555
HS1294	SRR6121280	SRR6121628	CY207736.1	334	368	123.0	15.0	0.0004014176897922	3.916132114633019e-05	False	False	PA	345	379	50630	69.0	0.0002202895054692651
HS1294	SRR6121280	SRR6121628	CY207736.1	361	387	125.0	0.0	0.0004079448066994	0.0	False	False	PA	372	398	50630	62.5	0.0002039724033497
HS1294	SRR6121280	SRR6121628	CY207736.1	406	2148	853.0	620.0	0.0027838153609169	0.0016186679407149	False	False	PA	417	2159	50630	736.5	0.0022012416508159
HS1294	SRR6121280	SRR6121628	CY207736.1	436	2075	776.0	168.0	0.00253252135999	0.0004386067968388	False	False	PA	447	2086	50630	472.0	0.0014855640784144
HS1294	SRR6121280	SRR6121628	CY207736.1	467	2204	14.0	8.0	4.568981835033647e-05	2.088603794470944e-05	False	False	PA	478	2215	50630	11.0	3.328792814752296e-05
HS1294	SRR6121280	SRR6121628	CY207736.1	493	2238	5460.0	4041.0	0.0178190291566312	0.0105500599168213	False	False	PA	504	2249	50630	4750.5	0.01418454453672625
HS1294	SRR6121280	SRR6121628	CY207736.1	546	2063	139.0	0.0	0.0004536346250497	0.0	False	False	PA	557	2074	50630	69.5	0.00022681731252485
HS1294	SRR6121280	SRR6121628	CY207736.1	612	1895	163.0	0.0	0.000531960027936	0.0	False	False	PA	623	1906	50630	81.5	0.000265980013968
HS1294	SRR6121280	SRR6121628	CY207736.1	651	1912	271.0	312.0	0.0008844243409243	0.0008145554798436	False	False	PA	662	1923	50630	291.5	0.00084948991038395
HS1294	SRR6121280	SRR6121628	CY207736.1	702	1863	160.0	270.0	0.0005221693525752	0.0007049037806339	False	False	PA	713	1874	50630	215.0	0.00061353656660455
HS1294	SRR6121280	SRR6121628	CY207736.1	710	1830	267.0	0.0	0.0008713701071099	0.0	False	False	PA	721	1841	50630	133.5	0.00043568505355495
HS1294	SRR6121280	SRR6121628	CY207737.1	2175	2250	99.0	178.0	0.0004078454636461	0.0005736772388721	False	False	PB1	2184	2259	50630	138.5	0.0004907613512591001
HS1294	SRR6121280	SRR6121628	CY207737.1	2297	2334	336.0	0.0	0.0013842027857081	0.0	False	False	PB1	2306	2343	50630	168.0	0.00069210139285405
HS1294	SRR6121280	SRR6121628	CY207737.1	236	367	126.0	0.0	0.0005190760446405	0.0	False	False	PB1	245	376	50630	63.0	0.00025953802232025
HS1294	SRR6121280	SRR6121628	CY207737.1	455	2095	48.0	89.0	0.0001977432551011	0.000286838619436	False	False	PB1	464	2104	50630	68.5	0.00024229093726854998
HS1294	SRR6121280	SRR6121628	CY207737.1	582	2211	334.0	0.0	0.0013759634834122	0.0	False	False	PB1	591	2220	50630	167.0	0.0006879817417061
HS1294	SRR6121280	SRR6121628	CY207738.1	2173	2333	496.0	193.0	0.0014692160725129	0.0004861975322326	False	False	PB2	2188	2348	50630	344.5	0.00097770680237275
HS1294	SRR6121280	SRR6121628	CY207738.1	433	485	222.0	675.0	0.0006575926776166	0.0017004317837151	False	False	PB2	448	500	50630	448.5	0.00117901223066585
HS1294	SRR6121280	SRR6121628	CY207738.1	509	2284	427.0	450.0	0.0012648291591996	0.0011336211891434	False	False	PB2	524	2299	50630	438.5	0.0011992251741715
HS1294	SRR6121280	SRR6121628	CY207738.1	517	2215	314.0	0.0	0.0009301085620343	0.0	False	False	PB2	532	2230	50630	157.0	0.00046505428101715
HS1294	SRR6121280	SRR6121628	CY207738.1	566	2248	186.0	666.0	0.0005509560271923	0.0016777593599322	False	False	PB2	581	2263	50630	426.0	0.00111435769356225
HS1294	SRR6121280	SRR6121628	CY207736.1	385	2173	0.0	222.0	0.0	0.0005795875529656	False	False	PA	396	2184	50630	111.0	0.0002897937764828
HS1294	SRR6121280	SRR6121628	CY207736.1	391	456	0.0	341.0	0.0	0.0008902673673932	False	False	PA	402	467	50630	170.5	0.0004451336836966
HS1294	SRR6121280	SRR6121628	CY207736.1	412	2111	0.0	38.0	0.0	9.920868023736984e-05	False	False	PA	423	2122	50630	19.0	4.960434011868492e-05
HS1294	SRR6121280	SRR6121628	CY207736.1	416	2144	0.0	97.0	0.0	0.0002532432100796	False	False	PA	427	2155	50630	48.5	0.0001266216050398
HS1294	SRR6121280	SRR6121628	CY207736.1	509	2170	0.0	321.0	0.0	0.0008380522725314	False	False	PA	520	2181	50630	160.5	0.0004190261362657
HS1294	SRR6121280	SRR6121628	CY207736.1	536	1730	0.0	165.0	0.0	0.0004307745326096	False	False	PA	547	1741	50630	82.5	0.0002153872663048
HS1294	SRR6121280	SRR6121628	CY207736.1	634	2009	0.0	209.0	0.0	0.0005456477413055	False	False	PA	645	2020	50630	104.5	0.00027282387065275
HS1294	SRR6121280	SRR6121628	CY207736.1	731	1859	0.0	53.0	0.0	0.0001383700013837	False	False	PA	742	1870	50630	26.5	6.918500069185e-05
HS1294	SRR6121280	SRR6121628	CY207737.1	2353	2414	0.0	26.0	0.0	8.379555174536465e-05	False	False	PB1	2362	2423	50630	13.0	4.189777587268233e-05
HS1294	SRR6121280	SRR6121628	CY207737.1	875	1729	0.0	142.0	0.0	0.0004576526287631	False	False	PB1	884	1738	50630	71.0	0.00022882631438155
HS1341	SRR6121527	SRR6121625	CY207736.1	1855	1895	6.0	18.0	2.174945354497968e-05	6.124261260985394e-05	False	False	PA	1866	1906	50832	12.0	4.1496033077416806e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	268	291	34.0	53.0	0.0001232469034215	0.0001803254704623	False	False	PA	279	302	50832	43.5	0.0001517861869419
HS1341	SRR6121527	SRR6121625	CY207736.1	320	2141	22.0	30.0	7.974799633159217e-05	0.0001020710210164	False	False	PA	331	2152	50832	26.0	9.090950867399609e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	444	2121	25.0	10.0	9.0622723104082e-05	3.402367367214108e-05	False	False	PA	455	2132	50832	17.5	6.232319838811154e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	448	2132	102.0	135.0	0.0003697407102646	0.0004593195945739	False	False	PA	459	2143	50832	118.5	0.00041453015241925
HS1341	SRR6121527	SRR6121625	CY207736.1	490	2156	16.0	29.0	5.7998542786612487e-05	9.866865364920912e-05	False	False	PA	501	2167	50832	22.5	7.83335982179108e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	511	1789	12.0	17.0	4.349890708995936e-05	5.784024524263983e-05	False	False	PA	522	1800	50832	14.5	5.066957616629959e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	555	2017	81.0	69.0	0.0002936176228572	0.0002347633483377	False	False	PA	566	2028	50832	75.0	0.00026419048559745
HS1341	SRR6121527	SRR6121625	CY207736.1	561	1995	29.0	46.0	0.0001051223588007	0.0001565088988918	False	False	PA	572	2006	50832	37.5	0.00013081562884625
HS1341	SRR6121527	SRR6121625	CY207736.1	628	1945	31.0	22.0	0.000112372176649	7.485208207871037e-05	False	False	PA	639	1956	50832	26.5	9.361212936385518e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	636	1872	7.0	13.0	2.537436246914296e-05	4.42307757737834e-05	False	False	PA	647	1883	50832	10.0	3.480256912146318e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	636	1936	38.0	39.0	0.0001377465391182	0.0001326923273213	False	False	PA	647	1947	50832	38.5	0.00013521943321975
HS1341	SRR6121527	SRR6121625	CY207736.1	649	1912	17.0	26.0	6.162345171077576e-05	8.846155154756679e-05	False	False	PA	660	1923	50832	21.5	7.504250162917127e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	736	1829	17.0	24.0	6.162345171077576e-05	8.165681681313858e-05	False	False	PA	747	1840	50832	20.5	7.164013426195717e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	753	1769	36.0	37.0	0.0001304967212698	0.0001258875925869	False	False	PA	764	1780	50832	36.5	0.00012819215692835
HS1341	SRR6121527	SRR6121625	CY207736.1	755	1599	3.0	27.0	1.087472677248984e-05	9.186391891478092e-05	False	False	PA	766	1610	50832	15.0	5.136932284363538e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	775	1895	134.0	128.0	0.0004857377958378	0.0004355030230034	False	False	PA	786	1906	50832	131.0	0.0004606204094206
HS1341	SRR6121527	SRR6121625	CY207736.1	853	1725	8.0	27.0	2.8999271393306243e-05	9.186391891478092e-05	False	False	PA	864	1736	50832	17.5	6.043159515404358e-05
HS1341	SRR6121527	SRR6121625	CY207736.1	893	1639	36.0	32.0	0.0001304967212698	0.0001088757557508	False	False	PA	904	1650	50832	34.0	0.0001196862385103
